sample_id,haplotype,assembly_name,location
HG00099,1,HG00099_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00099/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00099_hap1_NucFlag_v1.0.0-a2_ont_deletion.bw
HG00099,1,HG00099_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00099/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00099_hap1_NucFlag_v1.0.0-a2_ont_cov.bw
HG00099,1,HG00099_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00099/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00099_hap1_NucFlag_v1.0.0-a2_ont_ident.bw
HG00099,1,HG00099_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00099/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00099_hap1_NucFlag_v1.0.0-a2_ont_insertion.bw
HG00126,1,HG00126_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00126/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00126_hap1_NucFlag_v1.0.0-a2_ont_mapq.bw
HG00126,1,HG00126_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00126/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00126_hap1_NucFlag_v1.0.0-a2_ont_deletion.bw
HG00126,1,HG00126_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00126/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00126_hap1_NucFlag_v1.0.0-a2_ont_softclip.bw
HG00126,1,HG00126_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00126/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00126_hap1_NucFlag_v1.0.0-a2_ont_cov.bw
HG00126,1,HG00126_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00126/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00126_hap1_NucFlag_v1.0.0-a2_ont_ident.bw
HG00126,1,HG00126_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00126/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00126_hap1_NucFlag_v1.0.0-a2_ont_insertion.bw
HG00126,1,HG00126_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00126/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00126_hap1_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG00128,1,HG00128_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00128/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00128_hap1_NucFlag_v1.0.0-a2_ont_mapq.bw
HG00128,1,HG00128_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00128/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00128_hap1_NucFlag_v1.0.0-a2_ont_deletion.bw
HG00128,1,HG00128_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00128/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00128_hap1_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG00128,1,HG00128_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00128/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00128_hap1_NucFlag_v1.0.0-a2_ont_insertion.bw
HG00128,1,HG00128_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00128/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00128_hap1_NucFlag_v1.0.0-a2_ont_ident.bw
HG00128,1,HG00128_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00128/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00128_hap1_NucFlag_v1.0.0-a2_ont_cov.bw
HG00128,1,HG00128_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00128/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00128_hap1_NucFlag_v1.0.0-a2_ont_softclip.bw
HG00133,1,HG00133_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00133/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00133_hap1_NucFlag_v1.0.0-a2_ont_deletion.bw
HG00133,1,HG00133_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00133/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00133_hap1_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG00133,1,HG00133_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00133/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00133_hap1_NucFlag_v1.0.0-a2_ont_insertion.bw
HG00133,1,HG00133_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00133/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00133_hap1_NucFlag_v1.0.0-a2_ont_ident.bw
HG00133,1,HG00133_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00133/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00133_hap1_NucFlag_v1.0.0-a2_ont_cov.bw
HG00133,1,HG00133_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00133/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00133_hap1_NucFlag_v1.0.0-a2_ont_softclip.bw
HG00133,1,HG00133_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00133/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00133_hap1_NucFlag_v1.0.0-a2_ont_mapq.bw
HG00140,1,HG00140_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00140/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00140_hap1_NucFlag_v1.0.0-a2_ont_cov.bw
HG00140,1,HG00140_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00140/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00140_hap1_NucFlag_v1.0.0-a2_ont_ident.bw
HG00140,1,HG00140_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00140/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00140_hap1_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG00140,1,HG00140_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00140/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00140_hap1_NucFlag_v1.0.0-a2_ont_insertion.bw
HG00140,1,HG00140_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00140/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00140_hap1_NucFlag_v1.0.0-a2_ont_softclip.bw
HG00140,1,HG00140_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00140/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00140_hap1_NucFlag_v1.0.0-a2_ont_deletion.bw
HG00140,1,HG00140_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00140/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00140_hap1_NucFlag_v1.0.0-a2_ont_mapq.bw
HG00146,1,HG00146_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00146/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00146_hap1_NucFlag_v1.0.0-a2_ont_mapq.bw
HG00146,1,HG00146_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00146/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00146_hap1_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG00146,1,HG00146_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00146/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00146_hap1_NucFlag_v1.0.0-a2_ont_insertion.bw
HG00146,1,HG00146_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00146/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00146_hap1_NucFlag_v1.0.0-a2_ont_ident.bw
HG00146,1,HG00146_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00146/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00146_hap1_NucFlag_v1.0.0-a2_ont_cov.bw
HG00146,1,HG00146_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00146/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00146_hap1_NucFlag_v1.0.0-a2_ont_softclip.bw
HG00146,1,HG00146_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00146/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00146_hap1_NucFlag_v1.0.0-a2_ont_deletion.bw
HG00232,1,HG00232_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00232/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00232_hap1_NucFlag_v1.0.0-a2_ont_deletion.bw
HG00232,1,HG00232_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00232/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00232_hap1_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG00232,1,HG00232_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00232/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00232_hap1_NucFlag_v1.0.0-a2_ont_ident.bw
HG00232,1,HG00232_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00232/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00232_hap1_NucFlag_v1.0.0-a2_ont_mapq.bw
HG00232,1,HG00232_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00232/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00232_hap1_NucFlag_v1.0.0-a2_ont_insertion.bw
HG00232,1,HG00232_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00232/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00232_hap1_NucFlag_v1.0.0-a2_ont_softclip.bw
HG00232,1,HG00232_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00232/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00232_hap1_NucFlag_v1.0.0-a2_ont_cov.bw
HG00235,1,HG00235_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00235/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00235_hap1_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG00235,1,HG00235_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00235/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00235_hap1_NucFlag_v1.0.0-a2_ont_ident.bw
HG00235,1,HG00235_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00235/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00235_hap1_NucFlag_v1.0.0-a2_ont_insertion.bw
HG00235,1,HG00235_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00235/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00235_hap1_NucFlag_v1.0.0-a2_ont_mapq.bw
HG00235,1,HG00235_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00235/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00235_hap1_NucFlag_v1.0.0-a2_ont_cov.bw
HG00235,1,HG00235_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00235/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00235_hap1_NucFlag_v1.0.0-a2_ont_softclip.bw
HG00235,1,HG00235_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00235/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00235_hap1_NucFlag_v1.0.0-a2_ont_deletion.bw
HG00253,1,HG00253_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00253/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00253_hap1_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG00253,1,HG00253_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00253/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00253_hap1_NucFlag_v1.0.0-a2_ont_ident.bw
HG00253,1,HG00253_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00253/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00253_hap1_NucFlag_v1.0.0-a2_ont_cov.bw
HG00253,1,HG00253_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00253/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00253_hap1_NucFlag_v1.0.0-a2_ont_deletion.bw
HG00253,1,HG00253_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00253/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00253_hap1_NucFlag_v1.0.0-a2_ont_mapq.bw
HG00253,1,HG00253_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00253/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00253_hap1_NucFlag_v1.0.0-a2_ont_insertion.bw
HG00253,1,HG00253_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00253/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00253_hap1_NucFlag_v1.0.0-a2_ont_softclip.bw
HG00272,1,HG00272_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00272/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00272_hap1_NucFlag_v1.0.0-a2_ont_ident.bw
HG00272,1,HG00272_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00272/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00272_hap1_NucFlag_v1.0.0-a2_ont_insertion.bw
HG00272,1,HG00272_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00272/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00272_hap1_NucFlag_v1.0.0-a2_ont_mapq.bw
HG00272,1,HG00272_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00272/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00272_hap1_NucFlag_v1.0.0-a2_ont_deletion.bw
HG00272,1,HG00272_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00272/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00272_hap1_NucFlag_v1.0.0-a2_ont_softclip.bw
HG00272,1,HG00272_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00272/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00272_hap1_NucFlag_v1.0.0-a2_ont_cov.bw
HG00272,1,HG00272_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00272/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00272_hap1_NucFlag_v1.0.0-a2_ont_mismatch.bw
HG00280,1,HG00280_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00280/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00280_hap1_NucFlag_v1.0.0-a2_ont_insertion.bw
HG00280,1,HG00280_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00280/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00280_hap1_NucFlag_v1.0.0-a2_ont_ident.bw
HG00280,1,HG00280_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00280/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00280_hap1_NucFlag_v1.0.0-a2_ont_mapq.bw
HG00280,1,HG00280_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00280/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00280_hap1_NucFlag_v1.0.0-a2_ont_cov.bw
HG00280,1,HG00280_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00280/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00280_hap1_NucFlag_v1.0.0-a2_ont_softclip.bw
HG00280,1,HG00280_hap1_hprc_r2_v1.0.1,s3://human-pangenomics/submissions/5E9D3123-C9D3-47D4-8BB7-D82FF0DC84EA--HPRC_R2_QC_NUCFLAG/HG00280/hprc_r2/assembly_qc/nucflag/v1.0.0-a2_ont/HG00280_hap1_NucFlag_v1.0.0-a2_ont_deletion.bw
